{'nome': 'Levi da Cunha', 'email': 'levi.cunha@gmail.com', 'cpf': '863.052.791-95', 'celular': '(31) 9164-05374', 'idade': '86', 'data_nascimento': '10/05/1935', 'data_cadastro': '09/04/1969', 'status': 'válido'}
{'nome': 'Samuel Costela Sales', 'email': 'samuel.sales@gmail.com', 'cpf': '217.568.493-82', 'celular': '(71) 9191-56212', 'idade': '90', 'data_nascimento': '31/03/1931', 'data_cadastro': '22/01/2013', 'status': 'válido'}
{'nome': 'Emanuella da Conceição', 'email': 'emanuella.conceicao@gmail.com', 'cpf': '478.265.139-28', 'celular': '(81) 9505-05023', 'idade': '90', 'data_nascimento': '02/12/1931', 'data_cadastro': '21/03/1989', 'status': 'válido'}
{'nome': 'Davi Luiz das Neves', 'email': 'davi.neves@gmail.com', 'cpf': '063.481.725-62', 'celular': '(51) 9377-55379', 'idade': '102', 'data_nascimento': '28/04/1919', 'data_cadastro': '07/08/1929', 'status': 'válido'}
{'nome': 'Cauã Araújo', 'email': 'caua.araujo@gmail.com', 'cpf': '153.469.872-82', 'celular': '(41) 9829-33780', 'idade': '52', 'data_nascimento': '03/08/1969', 'data_cadastro': '15/02/1988', 'status': 'válido'}
{'nome': 'Valentina Barbosa', 'email': 'valentina.barbosa@gmail.com', 'cpf': '236.901.548-98', 'celular': '(11) 9392-94481', 'idade': '39', 'data_nascimento': '08/04/1982', 'data_cadastro': '07/11/2018', 'status': 'válido'}
{'nome': 'Isaac Fogaça', 'email': 'isaac.fogaca@gmail.com', 'cpf': '408.796.521-01', 'celular': '(84) 9734-17304', 'idade': '45', 'data_nascimento': '14/01/1977', 'data_cadastro': '30/06/1982', 'status': 'válido'}
{'nome': 'André Fogaça', 'email': 'andre.fogaca@gmail.com', 'cpf': '293.180.647-13', 'celular': '(31) 9782-64603', 'idade': '18', 'data_nascimento': '04/01/2004', 'data_cadastro': '23/08/2006', 'status': 'válido'}
{'nome': 'Raquel Pinto', 'email': 'raquel.pinto@gmail.com', 'cpf': '749.650.138-75', 'celular': '(71) 9686-58573', 'idade': '100', 'data_nascimento': '22/10/1921', 'data_cadastro': '10/04/1980', 'status': 'válido'}
{'nome': 'Lívia Lima', 'email': 'livia.lima@gmail.com', 'cpf': '429.768.503-56', 'celular': '(41) 9271-14105', 'idade': '60', 'data_nascimento': '30/03/1961', 'data_cadastro': '15/09/1981', 'status': 'válido'}
{'nome': 'Juan Araújo', 'email': 'juan.araujo@gmail.com', 'cpf': '648.275.309-47', 'celular': '(11) 9912-88263', 'idade': '55', 'data_nascimento': '26/10/1966', 'data_cadastro': '25/09/1996', 'status': 'válido'}
{'nome': 'Henrique Ferreira', 'email': 'henrique.ferreira@gmail.com', 'cpf': '126.745.308-71', 'celular': '(81) 9121-60064', 'idade': '80', 'data_nascimento': '11/12/1941', 'data_cadastro': '26/01/2007', 'status': 'válido'}
{'nome': 'Otávio Ribeiro', 'email': 'otavio.ribeiro@gmail.com', 'cpf': '307.591.684-66', 'celular': '(11) 9267-31384', 'idade': '84', 'data_nascimento': '08/12/1937', 'data_cadastro': '27/04/1953', 'status': 'válido'}
{'nome': 'Alícia Viana', 'email': 'alicia.viana@gmail.com', 'cpf': '709.125.438-41', 'celular': '(81) 9878-61324', 'idade': '90', 'data_nascimento': '03/12/1931', 'data_cadastro': '04/07/2000', 'status': 'válido'}
{'nome': 'Beatriz Pires', 'email': 'beatriz.pires@gmail.com', 'cpf': '764.013.529-06', 'celular': '(81) 9995-39781', 'idade': '50', 'data_nascimento': '06/05/1971', 'data_cadastro': '06/02/1992', 'status': 'válido'}
{'nome': 'Larissa Araújo', 'email': 'larissa.araujo@gmail.com', 'cpf': '730.819.625-95', 'celular': '(11) 9927-23852', 'idade': '43', 'data_nascimento': '05/03/1978', 'data_cadastro': '20/05/2001', 'status': 'válido'}
{'nome': 'Evelyn Mendes', 'email': 'evelyn.mendes@gmail.com', 'cpf': '063.158.942-24', 'celular': '(11) 9694-16593', 'idade': '70', 'data_nascimento': '17/04/1951', 'data_cadastro': '24/02/1965', 'status': 'válido'}
{'nome': 'Isis Costa', 'email': 'isis.costa@gmail.com', 'cpf': '275.896.341-82', 'celular': '(51) 9587-28134', 'idade': '40', 'data_nascimento': '26/01/1982', 'data_cadastro': '02/05/2020', 'status': 'válido'}
{'nome': 'Rebeca Costa', 'email': 'rebeca.costa@gmail.com', 'cpf': '847.516.209-67', 'celular': '(51) 9615-43316', 'idade': '30', 'data_nascimento': '14/07/1991', 'data_cadastro': '24/09/2010', 'status': 'válido'}
{'nome': 'Gabriel Oliveira', 'email': 'gabriel.oliveira@gmail.com', 'cpf': '547.632.918-82', 'celular': '(31) 9516-06159', 'idade': '68', 'data_nascimento': '05/06/1953', 'data_cadastro': '02/02/2008', 'status': 'válido'}
{'nome': 'Luna Nunes', 'email': 'luna.nunes@gmail.com', 'cpf': '769.485.103-10', 'celular': '(21) 9966-34683', 'idade': '100', 'data_nascimento': '27/10/1921', 'data_cadastro': '09/08/1957', 'status': 'válido'}
{'nome': 'João Lucas Nunes', 'email': 'joao.nunes@gmail.com', 'cpf': '231.678.950-12', 'celular': '(81) 9014-39991', 'idade': '100', 'data_nascimento': '26/07/1921', 'data_cadastro': '21/11/1969', 'status': 'válido'}
{'nome': 'Sabrina da Cunha', 'email': 'sabrina.cunha@gmail.com', 'cpf': '402.983.756-56', 'celular': '(11) 9736-98725', 'idade': '91', 'data_nascimento': '02/10/1930', 'data_cadastro': '12/11/1947', 'status': 'válido'}
{'nome': 'Mariana Novaes', 'email': 'mariana.novaes@gmail.com', 'cpf': '843.260.179-96', 'celular': '(84) 9007-40767', 'idade': '37', 'data_nascimento': '06/06/1984', 'data_cadastro': '28/12/1993', 'status': 'válido'}
{'nome': 'Matheus Mendes', 'email': 'matheus.mendes@gmail.com', 'cpf': '741.032.956-43', 'celular': '(84) 9124-61646', 'idade': '56', 'data_nascimento': '18/03/1965', 'data_cadastro': '13/08/1995', 'status': 'válido'}
{'nome': 'Daniela Rodrigues', 'email': 'Maria Fernanda.rodrigues@gmail.com', 'cpf': '520.471.639-43', 'celular': '(31) 9210-44583', 'idade': '78', 'data_nascimento': '25/06/1943', 'data_cadastro': '19/03/2000', 'status': 'inválido', 'reason': ['E-mail inválido: Maria Fernanda.rodrigues@gmail.com - Correção: Precisa estar no formato (primeiroNome.últimoNome@gmail.com) - Sugestão: daniela.rodrigues@gmail.com']}
{'nome': 'Bruna Santos', 'email': 'bruna.santos@gmail.com', 'cpf': '780.426.531-07', 'celular': '(41) 9645-95819', 'idade': '93', 'data_nascimento': '25/11/1928', 'data_cadastro': '31/05/2021', 'status': 'válido'}
{'nome': 'Valentina Ferreira', 'email': 'valentina.ferreira@gmail.com', 'cpf': '629.731.054-80', 'celular': '(84) 9347-14487', 'idade': '95', 'data_nascimento': '03/04/1926', 'data_cadastro': '22/04/1937', 'status': 'válido'}
{'nome': 'Maria Fernanda Pereira', 'email': 'maria.pereira@gmail.com', 'cpf': '362.540.179-70', 'celular': '(41) 9292-93819', 'idade': '83', 'data_nascimento': '10/02/1939', 'data_cadastro': '16/05/1984', 'status': 'válido'}
{'nome': 'Maria Fernanda Mendes', 'email': 'maria.mendes@gmail.com', 'cpf': '673.589.102-30', 'celular': '(84) 9796-53917', 'idade': '54', 'data_nascimento': '10/09/1967', 'data_cadastro': '03/11/1972', 'status': 'válido'}
{'nome': 'Pedro Lucas Mendes', 'email': 'pedro.mendes@gmail.com', 'cpf': '529.641.837-91', 'celular': '(71) 9961-86793', 'idade': '24', 'data_nascimento': '28/03/1997', 'data_cadastro': '12/04/2004', 'status': 'válido'}
{'nome': 'Maria Clara Novaes', 'email': 'maria.novaes@gmail.com', 'cpf': '163.958.704-75', 'celular': '(71) 9577-55910', 'idade': '65', 'data_nascimento': '26/07/1956', 'data_cadastro': '26/12/2021', 'status': 'válido'}
{'nome': 'Sarah Lopes', 'email': 'sarah.lopes@gmail.com', 'cpf': '150.827.496-76', 'celular': '(21) 9007-18811', 'idade': '71', 'data_nascimento': '13/04/1950', 'data_cadastro': '10/02/2000', 'status': 'válido'}
{'nome': 'Alana Sales', 'email': 'alana.sales@gmail.com', 'cpf': '450.386.297-92', 'celular': '(31) 9771-51856', 'idade': '26', 'data_nascimento': '08/04/1995', 'data_cadastro': '26/10/1999', 'status': 'válido'}
{'nome': 'Amanda Jesus', 'email': 'amanda.jesus@gmail.com', 'cpf': '024.813.756-53', 'celular': '(81) 9384-57191', 'idade': '34', 'data_nascimento': '28/05/1987', 'data_cadastro': '05/10/2008', 'status': 'válido'}
{'nome': 'Helena Duarte', 'email': 'helena.duarte@gmail.com', 'cpf': '498.361.207-69', 'celular': '(61) 9177-77343', 'idade': '27', 'data_nascimento': '02/05/1994', 'data_cadastro': '09/09/2000', 'status': 'válido'}
{'nome': 'Enzo Gabriel Ribeiro', 'email': 'enzo.ribeiro@gmail.com', 'cpf': '827.531.096-21', 'celular': '(71) 9879-26037', 'idade': '59', 'data_nascimento': '15/05/1962', 'data_cadastro': '16/04/1994', 'status': 'válido'}
{'nome': 'Augusto Araújo', 'email': 'augusto.araujo@gmail.com', 'cpf': '718.605.942-20', 'celular': '(61) 9490-50258', 'idade': '85', 'data_nascimento': '09/03/1936', 'data_cadastro': '11/12/1993', 'status': 'válido'}
{'nome': 'Ana Lívia Cardoso', 'email': 'ana.cardoso@gmail.com', 'cpf': '951.026.384-24', 'celular': '(21) 9139-30022', 'idade': '70', 'data_nascimento': '16/08/1951', 'data_cadastro': '01/01/1986', 'status': 'válido'}
{'nome': 'Vitor Hugo Duarte Correia', 'email': 'vitor.correia@gmail.com', 'cpf': '602.597.843-38', 'celular': '(21) 9734-60939', 'idade': '66', 'data_nascimento': '14/08/1955', 'data_cadastro': '21/02/1989', 'status': 'inválido', 'reason': ['Nome inválido: Vitor Hugo Duarte Correia - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Guilherme da Rosa', 'email': 'guilherme.rosa@gmail.com', 'cpf': '432.086.159-06', 'celular': '(41) 9141-69101', 'idade': '21', 'data_nascimento': '04/02/2001', 'data_cadastro': '15/03/2017', 'status': 'válido'}
{'nome': 'André da Costa Viana', 'email': 'andre.viana@gmail.com', 'cpf': '876.035.219-12', 'celular': '(31) 9457-07993', 'idade': '53', 'data_nascimento': '18/02/1969', 'data_cadastro': '17/08/2004', 'status': 'válido'}
{'nome': 'Ryan Farias', 'email': 'ryan.farias@gmail.com', 'cpf': '698.403.251-24', 'celular': '(41) 9239-33213', 'idade': '91', 'data_nascimento': '18/09/1930', 'data_cadastro': '16/11/2018', 'status': 'válido'}
{'nome': 'Mirella Cardoso', 'email': 'mirella.cardoso@gmail.com', 'cpf': '723.645.109-61', 'celular': '(21) 9340-81757', 'idade': '60', 'data_nascimento': '22/01/1962', 'data_cadastro': '24/09/1977', 'status': 'válido'}
{'nome': 'Ana Beatriz Santos', 'email': 'ana.santos@gmail.com', 'cpf': '485.619.073-39', 'celular': '(84) 9347-84873', 'idade': '71', 'data_nascimento': '02/12/1950', 'data_cadastro': '21/06/1995', 'status': 'válido'}
{'nome': 'Ana Luiza Campos', 'email': 'ana.campos@gmail.com', 'cpf': '364.528.190-89', 'celular': '(71) 9134-85525', 'idade': '56', 'data_nascimento': '30/07/1965', 'data_cadastro': '08/11/1965', 'status': 'válido'}
{'nome': 'Maria Clara das Neves Nogueira', 'email': 'maria.nogueira@gmail.com', 'cpf': '827.495.630-38', 'celular': '(71) 9466-74507', 'idade': '82', 'data_nascimento': '06/07/1939', 'data_cadastro': '08/06/1951', 'status': 'inválido', 'reason': ['Nome inválido: Maria Clara das Neves Nogueira - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Amanda Cardoso', 'email': 'amanda.cardoso@gmail.com', 'cpf': '876.309.245-00', 'celular': '(81) 9919-12996', 'idade': '60', 'data_nascimento': '06/01/1962', 'data_cadastro': '06/06/1976', 'status': 'válido'}
{'nome': 'Mirella Ferreira', 'email': 'mirella.ferreira@gmail.com', 'cpf': '851.472.960-85', 'celular': '(84) 9731-25644', 'idade': '89', 'data_nascimento': '10/02/1933', 'data_cadastro': '09/03/1990', 'status': 'válido'}
{'nome': 'Cauã Rezende da Paz', 'email': 'caua.paz@gmail.com', 'cpf': '214.980.367-40', 'celular': '(11) 9526-35354', 'idade': '90', 'data_nascimento': '26/07/1931', 'data_cadastro': '19/01/1959', 'status': 'válido'}
{'nome': 'Eduardo Cardoso', 'email': 'eduardo.cardoso@gmail.com', 'cpf': '528.463.791-73', 'celular': '(84) 9130-00849', 'idade': '51', 'data_nascimento': '07/10/1970', 'data_cadastro': '08/01/2012', 'status': 'válido'}
{'nome': 'Alícia Cardoso Aragão', 'email': 'alicia.aragao@gmail.com', 'cpf': '609.731.428-04', 'celular': '(61) 9758-59600', 'idade': '91', 'data_nascimento': '20/06/1930', 'data_cadastro': '29/12/2021', 'status': 'válido'}
{'nome': 'Breno Rodrigues', 'email': 'breno.rodrigues@gmail.com', 'cpf': '235.948.061-89', 'celular': '(11) 9767-16631', 'idade': '79', 'data_nascimento': '27/11/1942', 'data_cadastro': '12/12/1955', 'status': 'válido'}
{'nome': 'Larissa Caldeira', 'email': 'larissa.caldeira@gmail.com', 'cpf': '745.169.083-01', 'celular': '(84) 9340-40394', 'idade': '85', 'data_nascimento': '09/02/1937', 'data_cadastro': '15/07/1999', 'status': 'válido'}
{'nome': 'Laís Ramos Pinto', 'email': 'lais.pinto@gmail.com', 'cpf': '169.803.472-50', 'celular': '(21) 9012-66326', 'idade': '88', 'data_nascimento': '31/08/1933', 'data_cadastro': '07/09/1976', 'status': 'válido'}
{'nome': 'Lavínia Cardoso', 'email': 'lavinia.cardoso@gmail.com', 'cpf': '018.593.742-04', 'celular': '(41) 9889-12088', 'idade': '75', 'data_nascimento': '13/05/1946', 'data_cadastro': '25/11/1958', 'status': 'válido'}
{'nome': 'Nathan Lopes', 'email': 'nathan.lopes@gmail.com', 'cpf': '314.829.765-28', 'celular': '(21) 9060-55293', 'idade': '57', 'data_nascimento': '28/07/1964', 'data_cadastro': '27/03/1986', 'status': 'válido'}
{'nome': 'Amanda Nascimento', 'email': 'amanda.nascimento@gmail.com', 'cpf': '789.541.602-20', 'celular': '(71) 9536-94596', 'idade': '70', 'data_nascimento': '22/03/1951', 'data_cadastro': '22/10/2010', 'status': 'válido'}
{'nome': 'Larissa Pinto', 'email': 'larissa.pinto@gmail.com', 'cpf': '295.034.687-10', 'celular': '(71) 9013-67048', 'idade': '72', 'data_nascimento': '08/10/1949', 'data_cadastro': '21/06/1990', 'status': 'válido'}
{'nome': 'Raquel Cavalcanti', 'email': 'raquel.cavalcanti@gmail.com', 'cpf': '034.671.295-52', 'celular': '(84) 9322-48792', 'idade': '73', 'data_nascimento': '07/01/1949', 'data_cadastro': '03/12/1950', 'status': 'válido'}
{'nome': 'Mirella Porto', 'email': 'mirella.porto@gmail.com', 'cpf': '184.625.379-91', 'celular': '(81) 9073-90251', 'idade': '100', 'data_nascimento': '11/10/1921', 'data_cadastro': '16/11/1943', 'status': 'válido'}
{'nome': 'Luiz Otávio Viana', 'email': 'luiz.viana@gmail.com', 'cpf': '723.960.845-00', 'celular': '(21) 9423-01234', 'idade': '43', 'data_nascimento': '09/11/1978', 'data_cadastro': '05/07/2020', 'status': 'válido'}
{'nome': 'Ana Sophia Duarte Vieira', 'email': 'ana.vieira@gmail.com', 'cpf': '154.637.082-07', 'celular': '(31) 9655-74222', 'idade': '43', 'data_nascimento': '22/07/1978', 'data_cadastro': '25/07/1996', 'status': 'válido'}
{'nome': 'Emilly Gomes', 'email': 'emilly.gomes@gmail.com', 'cpf': '516.349.270-52', 'celular': '(11) 9070-64907', 'idade': '35', 'data_nascimento': '01/09/1986', 'data_cadastro': '06/12/2002', 'status': 'válido'}
{'nome': 'João Lucas Peixoto', 'email': 'joao.peixoto@gmail.com', 'cpf': '463.058.729-29', 'celular': '(71) 9376-33916', 'idade': '97', 'data_nascimento': '10/07/1924', 'data_cadastro': '01/12/1925', 'status': 'válido'}
{'nome': 'Raquel Porto', 'email': 'raquel.porto@gmail.com', 'cpf': '510.682.794-94', 'celular': '(21) 9740-37499', 'idade': '34', 'data_nascimento': '25/10/1987', 'data_cadastro': '29/07/2000', 'status': 'válido'}
{'nome': 'Maria Fernanda Araújo', 'email': 'maria.araujo@gmail.com', 'cpf': '465.280.179-30', 'celular': '(11) 9258-07135', 'idade': '93', 'data_nascimento': '14/07/1928', 'data_cadastro': '31/03/2017', 'status': 'válido'}
{'nome': 'Heloísa Araújo', 'email': 'heloisa.araujo@gmail.com', 'cpf': '238.910.657-95', 'celular': '(21) 9013-09613', 'idade': '49', 'data_nascimento': '17/04/1972', 'data_cadastro': '30/08/2014', 'status': 'válido'}
{'nome': 'Alice Silva', 'email': 'alice.silva@gmail.com', 'cpf': '427.916.380-40', 'celular': '(61) 9847-23125', 'idade': '50', 'data_nascimento': '08/06/1971', 'data_cadastro': '30/08/2016', 'status': 'válido'}
{'nome': 'Maria Luiza da Luz', 'email': 'maria.luz@gmail.com', 'cpf': '253.741.869-73', 'celular': '(81) 9995-51347', 'idade': '74', 'data_nascimento': '20/11/1947', 'data_cadastro': '03/07/1967', 'status': 'válido'}
{'nome': 'Gabrielly Ramos', 'email': 'gabrielly.ramos@gmail.com', 'cpf': '462.310.759-07', 'celular': '(11) 9339-50721', 'idade': '96', 'data_nascimento': '11/02/1926', 'data_cadastro': '12/10/1940', 'status': 'válido'}
{'nome': 'Benício Costa', 'email': 'benicio.costa@gmail.com', 'cpf': '429.716.803-04', 'celular': '(81) 9588-77126', 'idade': '21', 'data_nascimento': '16/08/2000', 'data_cadastro': '09/08/2018', 'status': 'válido'}
{'nome': 'Melissa da Paz', 'email': 'melissa.paz@gmail.com', 'cpf': '593.086.724-00', 'celular': '(71) 9117-52385', 'idade': '89', 'data_nascimento': '21/09/1932', 'data_cadastro': '05/09/2017', 'status': 'válido'}
{'nome': 'Gabriela Dias', 'email': 'gabriela.dias@gmail.com', 'cpf': '926.137.485-91', 'celular': '(84) 9542-51109', 'idade': '68', 'data_nascimento': '23/04/1953', 'data_cadastro': '06/04/1989', 'status': 'válido'}
{'nome': 'Olivia Ribeiro', 'email': 'olivia.ribeiro@gmail.com', 'cpf': '039.824.675-00', 'celular': '(31) 9277-73281', 'idade': '66', 'data_nascimento': '05/09/1955', 'data_cadastro': '19/11/1998', 'status': 'válido'}
{'nome': 'Nina Pires', 'email': 'nina.pires@gmail.com', 'cpf': '760.154.289-02', 'celular': '(41) 9630-33958', 'idade': '83', 'data_nascimento': '29/12/1938', 'data_cadastro': '12/10/1994', 'status': 'válido'}
{'nome': 'Maria Sophia Porto', 'email': 'maria.porto@gmail.com', 'cpf': '387.025.694-00', 'celular': '(81) 9037-87814', 'idade': '95', 'data_nascimento': '17/01/1927', 'data_cadastro': '07/01/1975', 'status': 'válido'}
{'nome': 'Igor Moura da Rocha', 'email': 'igor.rocha@gmail.com', 'cpf': '581.269.074-01', 'celular': '(31) 9484-69536', 'idade': '22', 'data_nascimento': '30/09/1999', 'data_cadastro': '24/10/2005', 'status': 'válido'}
{'nome': 'Ana Clara Porto', 'email': 'ana.porto@gmail.com', 'cpf': '318.902.475-88', 'celular': '(41) 9918-17069', 'idade': '26', 'data_nascimento': '17/04/1995', 'data_cadastro': '30/09/2003', 'status': 'válido'}
{'nome': 'Alexia da Cunha', 'email': 'alexia.cunha@gmail.com', 'cpf': '327.180.965-86', 'celular': '(71) 9461-76175', 'idade': '97', 'data_nascimento': '16/03/1924', 'data_cadastro': '12/09/2015', 'status': 'válido'}
{'nome': 'Júlia da Rocha', 'email': 'julia.rocha@gmail.com', 'cpf': '047.236.951-25', 'celular': '(41) 9314-26404', 'idade': '22', 'data_nascimento': '07/02/2000', 'data_cadastro': '09/02/2005', 'status': 'válido'}
{'nome': 'Raquel Pereira', 'email': 'raquel.pereira@gmail.com', 'cpf': '591.280.674-01', 'celular': '(61) 9252-06335', 'idade': '79', 'data_nascimento': '22/01/1943', 'data_cadastro': '08/03/1974', 'status': 'válido'}
{'nome': 'Júlia da Cunha', 'email': 'julia.cunha@gmail.com', 'cpf': '751.496.238-73', 'celular': '(71) 9535-75738', 'idade': '83', 'data_nascimento': '26/12/1938', 'data_cadastro': '04/03/1952', 'status': 'válido'}
{'nome': 'Kevin Nogueira Pereira', 'email': 'kevin.pereira@gmail.com', 'cpf': '062.157.398-12', 'celular': '(21) 9352-91721', 'idade': '61', 'data_nascimento': '31/01/1961', 'data_cadastro': '09/06/2020', 'status': 'válido'}
{'nome': 'Emanuel Moreira', 'email': 'emanuel.moreira@gmail.com', 'cpf': '236.194.875-37', 'celular': '(11) 9810-55432', 'idade': '30', 'data_nascimento': '20/12/1991', 'data_cadastro': '03/02/2021', 'status': 'válido'}
{'nome': 'Pedro Miguel Melo', 'email': 'pedro.melo@gmail.com', 'cpf': '652.491.830-42', 'celular': '(11) 9213-46481', 'idade': '33', 'data_nascimento': '22/01/1989', 'data_cadastro': '28/03/2004', 'status': 'válido'}
{'nome': 'Luigi Novaes Castro', 'email': 'luigi.castro@gmail.com', 'cpf': '829.743.160-69', 'celular': '(81) 9560-13721', 'idade': '26', 'data_nascimento': '12/02/1996', 'data_cadastro': '07/08/1999', 'status': 'válido'}
{'nome': 'Pedro Henrique Silveira', 'email': 'pedro.silveira@gmail.com', 'cpf': '908.472.136-50', 'celular': '(41) 9928-95251', 'idade': '51', 'data_nascimento': '13/11/1970', 'data_cadastro': '14/10/2001', 'status': 'válido'}
{'nome': 'João Vitor Nogueira', 'email': 'joao.nogueira@gmail.com', 'cpf': '968.135.274-28', 'celular': '(61) 9759-60096', 'idade': '20', 'data_nascimento': '23/05/2001', 'data_cadastro': '26/04/2002', 'status': 'válido'}
{'nome': 'Bruna Vieira', 'email': 'bruna.vieira@gmail.com', 'cpf': '243.607.958-74', 'celular': '(21) 9176-19206', 'idade': '57', 'data_nascimento': '15/02/1965', 'data_cadastro': '04/09/2021', 'status': 'válido'}
{'nome': 'Nicole Peixoto Aragão', 'email': 'nicole.aragao@gmail.com', 'cpf': '451.960.732-99', 'celular': '(21) 9951-75095', 'idade': '102', 'data_nascimento': '10/07/1919', 'data_cadastro': '02/04/2001', 'status': 'válido'}
{'nome': 'Pietra Fernandes', 'email': 'pietra.fernandes@gmail.com', 'cpf': '386.291.704-50', 'celular': '(71) 9283-80946', 'idade': '80', 'data_nascimento': '27/03/1941', 'data_cadastro': '15/09/1957', 'status': 'válido'}
{'nome': 'Sophie da Cruz', 'email': 'sophie.cruz@gmail.com', 'cpf': '063.217.854-07', 'celular': '(84) 9598-95439', 'idade': '90', 'data_nascimento': '29/10/1931', 'data_cadastro': '24/11/1967', 'status': 'válido'}
{'nome': 'Kamilly Gomes', 'email': 'kamilly.gomes@gmail.com', 'cpf': '473.860.219-50', 'celular': '(61) 9031-25774', 'idade': '54', 'data_nascimento': '20/10/1967', 'data_cadastro': '27/02/2004', 'status': 'válido'}
{'nome': 'Luiza Souza', 'email': 'luiza.souza@gmail.com', 'cpf': '631.782.095-30', 'celular': '(61) 9137-44236', 'idade': '25', 'data_nascimento': '16/10/1996', 'data_cadastro': '10/04/2001', 'status': 'válido'}
{'nome': 'Lara Melo', 'email': 'lara.melo@gmail.com', 'cpf': '647.529.310-52', 'celular': '(71) 9055-15062', 'idade': '89', 'data_nascimento': '25/07/1932', 'data_cadastro': '20/08/2012', 'status': 'válido'}
{'nome': 'Breno Cardoso', 'email': 'breno.cardoso@gmail.com', 'cpf': '074.681.925-02', 'celular': '(84) 9212-63401', 'idade': '74', 'data_nascimento': '07/11/1947', 'data_cadastro': '17/02/1964', 'status': 'válido'}
{'nome': 'Calebe Sales', 'email': 'calebe.sales@gmail.com', 'cpf': '597.214.803-04', 'celular': '(51) 9297-14262', 'idade': '24', 'data_nascimento': '15/04/1997', 'data_cadastro': '08/07/2021', 'status': 'válido'}
{'nome': 'Lucas Gabriel da Cruz', 'email': 'lucas.cruz@gmail.com', 'cpf': '692.538.704-00', 'celular': '(11) 9364-82904', 'idade': '74', 'data_nascimento': '11/01/1948', 'data_cadastro': '23/08/1991', 'status': 'válido'}
{'nome': 'Laís da Rosa', 'email': 'lais.rosa@gmail.com', 'cpf': '037.165.842-07', 'celular': '(71) 9970-10921', 'idade': '67', 'data_nascimento': '26/09/1954', 'data_cadastro': '14/07/2021', 'status': 'válido'}
{'nome': 'Igor Nogueira', 'email': 'igor.nogueira@gmail.com', 'cpf': '864.921.703-69', 'celular': '(81) 9802-70507', 'idade': '80', 'data_nascimento': '29/09/1941', 'data_cadastro': '09/03/1959', 'status': 'válido'}
{'nome': 'Gabriel Moreira', 'email': 'gabriel.moreira@gmail.com', 'cpf': '530.986.421-06', 'celular': '(31) 9409-55375', 'idade': '71', 'data_nascimento': '05/04/1950', 'data_cadastro': '08/11/2009', 'status': 'válido'}
{'nome': 'João Felipe Dias', 'email': 'joao.dias@gmail.com', 'cpf': '135.640.978-48', 'celular': '(84) 9671-15603', 'idade': '43', 'data_nascimento': '16/05/1978', 'data_cadastro': '11/02/2003', 'status': 'válido'}
{'nome': 'Fernanda Teixeira', 'email': 'fernanda.teixeira@gmail.com', 'cpf': '019.527.384-23', 'celular': '(51) 9350-92223', 'idade': '100', 'data_nascimento': '25/02/1921', 'data_cadastro': '06/03/1987', 'status': 'válido'}
{'nome': 'Larissa Jesus', 'email': 'larissa.jesus@gmail.com', 'cpf': '081.654.927-30', 'celular': '(21) 9644-64915', 'idade': '60', 'data_nascimento': '19/02/1962', 'data_cadastro': '06/03/1987', 'status': 'válido'}
{'nome': 'Ana Beatriz Rocha', 'email': 'ana.rocha@gmail.com', 'cpf': '374.862.059-47', 'celular': '(81) 9873-00268', 'idade': '24', 'data_nascimento': '15/05/1997', 'data_cadastro': '04/03/2011', 'status': 'válido'}
{'nome': 'Alice Cardoso', 'email': 'alice.cardoso@gmail.com', 'cpf': '980.671.524-11', 'celular': '(31) 9181-54304', 'idade': '44', 'data_nascimento': '27/03/1977', 'data_cadastro': '07/10/2001', 'status': 'válido'}
{'nome': 'Stella Almeida', 'email': 'stella.almeida@gmail.com', 'cpf': '042.593.817-41', 'celular': '(41) 9536-29496', 'idade': '87', 'data_nascimento': '17/01/1935', 'data_cadastro': '17/07/1973', 'status': 'válido'}
{'nome': 'Isaac Teixeira Barros', 'email': 'isaac.barros@gmail.com', 'cpf': '104.867.925-01', 'celular': '(41) 9152-48088', 'idade': '56', 'data_nascimento': '24/09/1965', 'data_cadastro': '16/05/2007', 'status': 'válido'}
{'nome': 'João Felipe Nogueira', 'email': 'joao.nogueira@gmail.com', 'cpf': '504.197.683-00', 'celular': '(84) 9543-76635', 'idade': '19', 'data_nascimento': '02/09/2002', 'data_cadastro': '10/05/2011', 'status': 'válido'}
{'nome': 'Lavínia das Neves', 'email': 'lavinia.neves@gmail.com', 'cpf': '063.158.247-90', 'celular': '(81) 9970-30159', 'idade': '76', 'data_nascimento': '21/06/1945', 'data_cadastro': '19/11/2016', 'status': 'válido'}
{'nome': 'Diego Araújo', 'email': 'diego.araujo@gmail.com', 'cpf': '816.327.590-12', 'celular': '(41) 9847-34466', 'idade': '69', 'data_nascimento': '20/04/1952', 'data_cadastro': '24/07/1958', 'status': 'válido'}
{'nome': 'Cecília Lima da Luz', 'email': 'cecilia.luz@gmail.com', 'cpf': '758.640.219-11', 'celular': '(11) 9825-88358', 'idade': '47', 'data_nascimento': '26/08/1974', 'data_cadastro': '01/06/2001', 'status': 'válido'}
